Datetime,Nhiệt độ,Độ ẩm,Khí áp,T.độ gió,H. gió
2017-09-02 07:00:00,26.5,99,1009.6,0.3,202
2017-09-02 08:00:00,27.9,93,1010.1,1.8,240
2017-09-02 09:00:00,30.1,80,1010.4,4.2,250
2017-09-02 10:00:00,31.2,74,1010.1,4.0,261
2017-09-02 11:00:00,32.2,70,1010.1,5.0,253
2017-09-02 12:00:00,32.6,68,1009.4,4.7,259
2017-09-02 13:00:00,33.2,64,1008.1,4.7,274
2017-09-02 14:00:00,33.1,66,1006.7,4.2,267
2017-09-02 15:00:00,33.6,62,1006.2,4.4,260
2017-09-02 16:00:00,32.1,69,1006.1,4.3,232
2017-09-02 17:00:00,31.7,70,1006.2,4.8,239
2017-09-02 18:00:00,30.0,70,1006.7,4.4,258
2017-09-02 19:00:00,29.0,78,1007.7,3.0,221
2017-09-02 20:00:00,28.2,84,1008.2,2.4,212
2017-09-02 21:00:00,27.6,89,1008.8,2.3,223
2017-09-02 22:00:00,27.4,90,1009.4,2.4,228
2017-09-02 23:00:00,26.8,93,1009.5,2.2,196
2017-09-03 00:00:00,26.5,95,1009.0,2.2,216
2017-09-03 01:00:00,26.3,96,1008.5,2.2,215
2017-09-03 07:00:00,26.3,100,1009.3,1.4,188
2017-09-03 08:00:00,27.8,93,1010.1,2.8,205
2017-09-03 09:00:00,29.7,81,1010.1,3.3,222
2017-09-03 10:00:00,31.1,73,1010.1,3.0,270
2017-09-03 11:00:00,32.1,69,1009.8,3.6,271
2017-09-03 12:00:00,33.1,67,1008.9,2.4,262
2017-09-03 13:00:00,32.7,64,1007.8,3.1,214
2017-09-03 14:00:00,33.4,62,1007.0,3.3,242
2017-09-03 15:00:00,33.6,61,1006.3,3.4,239
2017-09-03 16:00:00,32.7,63,1005.9,3.8,213
2017-09-03 17:00:00,31.9,68,1006.1,3.4,237
2017-09-03 18:00:00,30.4,73,1007.0,3.6,241
2017-09-03 19:00:00,29.2,82,1007.9,2.7,203
2017-09-03 20:00:00,27.9,89,1008.7,2.5,208
2017-09-03 21:00:00,27.0,92,1008.8,2.5,182
2017-09-03 22:00:00,26.9,94,1010.0,2.2,211
2017-09-03 23:00:00,26.8,95,1009.9,1.9,203
2017-09-04 03:00:00,26.3,98,1008.5,0.1,200
2017-09-04 07:00:00,27.2,94,1009.4,1.5,204
2017-09-04 08:00:00,29.0,87,1010.0,2.8,205
2017-09-04 09:00:00,30.2,78,1010.1,4.6,228
2017-09-04 10:00:00,31.1,71,1009.9,4.9,235
2017-09-04 11:00:00,32.3,65,1009.4,4.2,228
2017-09-04 12:00:00,32.6,62,1008.8,4.2,230
2017-09-04 13:00:00,33.3,61,1007.8,3.6,231
2017-09-04 14:00:00,33.8,59,1007.1,4.2,271
2017-09-04 15:00:00,33.6,59,1006.3,3.6,253
2017-09-04 16:00:00,32.9,61,1006.1,4.8,245
2017-09-04 17:00:00,32.1,64,1006.5,4.4,239
2017-09-04 18:00:00,29.7,79,1006.8,3.4,194
2017-09-04 19:00:00,28.2,87,1007.9,2.8,187
2017-09-04 20:00:00,27.7,90,1008.9,1.7,200
2017-09-04 21:00:00,27.7,90,1009.6,1.1,215
2017-09-04 22:00:00,27.3,93,1010.4,0.6,171
2017-09-05 01:00:00,26.4,98,1009.4,2.6,190
2017-09-05 02:00:00,26.2,99,1009.3,0.2,196
2017-09-05 08:00:00,29.2,86,1010.9,2.7,227
2017-09-05 09:00:00,30.6,74,1011.1,2.7,221
2017-09-05 10:00:00,31.2,70,1011.0,3.6,226
2017-09-05 11:00:00,32.9,65,1010.5,2.7,212
2017-09-05 12:00:00,33.3,60,1009.5,1.1,264
2017-09-05 13:00:00,33.8,59,1008.7,2.8,273
2017-09-05 14:00:00,33.2,59,1007.3,1.3,232
2017-09-05 15:00:00,34.1,59,1006.7,3.8,278
2017-09-05 16:00:00,33.6,59,1006.3,3.7,273
2017-09-05 17:00:00,26.7,81,1007.3,5.7,187
2017-09-05 18:00:00,25.2,88,1007.4,3.0,178
2017-09-05 20:00:00,26.1,92,1009.0,0.6,224
2017-09-05 21:00:00,26.1,92,1010.0,1.8,170
2017-09-05 22:00:00,26.2,94,1010.5,1.4,187
2017-09-05 23:00:00,26.1,95,1010.4,1.8,210
2017-09-06 07:00:00,26.8,99,1009.8,0.1,189
2017-09-06 08:00:00,28.7,87,1010.3,3.4,208
2017-09-06 09:00:00,30.3,79,1010.9,2.4,246
2017-09-06 10:00:00,31.2,72,1010.9,2.5,285
2017-09-06 11:00:00,31.4,70,1010.4,2.0,223
2017-09-06 12:00:00,32.1,67,1009.5,0.2,333
2017-09-06 13:00:00,33.5,59,1008.5,1.7,180
2017-09-06 14:00:00,33.1,64,1007.7,2.6,252
2017-09-06 15:00:00,32.1,66,1007.0,2.3,192
2017-09-06 16:00:00,30.9,73,1006.8,4.1,224
2017-09-06 17:00:00,30.4,70,1007.1,3.0,231
2017-09-06 18:00:00,29.4,76,1007.3,3.2,224
2017-09-06 19:00:00,28.4,83,1007.7,1.7,251
2017-09-06 20:00:00,27.9,83,1008.5,2.8,180
2017-09-06 21:00:00,27.5,82,1009.6,1.4,197
2017-09-06 22:00:00,26.8,86,1010.1,2.2,217
2017-09-06 23:00:00,26.4,87,1010.3,2.0,200
2017-09-07 00:00:00,26.1,89,1009.8,2.3,200
2017-09-07 01:00:00,25.9,92,1009.4,1.8,191
2017-09-07 02:00:00,25.8,93,1009.2,0.4,192
2017-09-07 03:00:00,25.8,95,1008.9,0.7,203
2017-09-07 08:00:00,29.3,81,1010.7,2.8,194
2017-09-07 09:00:00,30.7,73,1010.9,2.0,190
2017-09-07 10:00:00,31.8,67,1010.7,2.1,230
2017-09-07 11:00:00,32.0,64,1010.7,2.0,249
2017-09-07 12:00:00,33.1,62,1010.1,1.9,257
2017-09-07 13:00:00,33.9,58,1008.5,1.8,303
2017-09-07 14:00:00,34.6,54,1007.4,2.1,296
2017-09-07 15:00:00,34.8,55,1007.0,2.3,316
2017-09-07 16:00:00,32.6,63,1006.5,0.6,177
2017-09-07 17:00:00,29.8,75,1007.4,2.4,146
2017-09-07 18:00:00,28.9,80,1008.3,2.8,217
2017-09-07 19:00:00,28.0,84,1009.0,3.0,282
2017-09-07 20:00:00,27.5,85,1009.4,1.1,233
2017-09-07 21:00:00,27.1,86,1009.9,1.8,192
2017-09-08 08:00:00,28.7,87,1011.5,0.2,193
2017-09-08 11:00:00,32.3,66,1010.6,1.6,332
2017-09-08 15:00:00,34.2,57,1007.1,0.2,235
2017-09-08 16:00:00,30.9,74,1007.1,5.0,330
2017-09-08 17:00:00,26.9,87,1007.0,5.3,227
2017-09-08 18:00:00,27.0,85,1006.8,1.9,198
2017-09-08 19:00:00,27.2,89,1007.9,2.3,206
2017-09-08 20:00:00,27.0,91,1008.5,1.0,209
2017-09-08 21:00:00,27.2,91,1009.5,1.8,171
2017-09-08 22:00:00,27.3,91,1010.1,2.0,194
2017-09-09 08:00:00,29.4,85,1010.1,0.8,183
2017-09-09 09:00:00,30.4,79,1010.1,1.6,200
2017-09-09 10:00:00,32.0,67,1010.7,1.5,135
2017-09-09 11:00:00,33.1,64,1010.3,1.8,102
2017-09-09 12:00:00,33.3,62,1009.3,1.8,142
2017-09-09 13:00:00,33.5,59,1008.2,2.4,156
2017-09-09 14:00:00,33.7,60,1007.0,2.1,156
2017-09-09 15:00:00,33.9,58,1006.5,2.9,163
2017-09-09 16:00:00,33.8,55,1006.1,3.1,165
2017-09-09 17:00:00,32.6,63,1006.5,3.2,170
2017-09-09 18:00:00,30.9,73,1007.4,2.6,176
2017-09-09 19:00:00,29.7,76,1007.9,3.1,169
2017-09-09 20:00:00,29.0,80,1009.2,2.3,174
2017-09-09 21:00:00,28.2,84,1010.0,1.5,187
2017-09-09 22:00:00,27.8,88,1010.7,0.9,209
2017-09-10 00:00:00,27.8,92,1010.0,2.6,324
2017-09-10 01:00:00,27.6,91,1009.0,2.3,346
2017-09-10 02:00:00,27.3,88,1009.0,3.8,337
2017-09-10 03:00:00,27.0,90,1008.5,2.1,321
2017-09-10 07:00:00,26.9,95,1009.8,1.0,89
2017-09-10 08:00:00,28.2,89,1010.5,2.5,56
2017-09-10 09:00:00,29.2,86,1011.2,2.1,20
2017-09-10 10:00:00,29.9,82,1011.1,0.8,5
2017-09-10 12:00:00,32.4,68,1010.1,2.8,349
2017-09-10 13:00:00,33.2,64,1009.0,3.4,1
2017-09-10 14:00:00,33.0,64,1007.7,2.5,7
2017-09-10 16:00:00,32.1,68,1007.0,4.0,332
2017-09-10 17:00:00,31.6,71,1007.6,2.3,330
2017-09-10 18:00:00,27.7,89,1008.7,3.3,166
2017-09-10 19:00:00,25.2,91,1009.4,4.3,199
2017-09-10 20:00:00,25.3,94,1009.8,2.2,208
2017-09-10 22:00:00,25.3,93,1010.9,0.4,80
2017-09-11 08:00:00,28.3,85,1010.7,1.4,231
2017-09-11 09:00:00,29.6,79,1011.2,2.0,217
2017-09-11 10:00:00,30.8,74,1010.9,1.2,221
2017-09-11 11:00:00,31.2,69,1010.6,1.6,201
2017-09-11 12:00:00,31.3,70,1009.9,3.2,208
2017-09-11 13:00:00,32.2,66,1008.9,3.3,207
2017-09-11 14:00:00,28.9,78,1008.5,6.7,327
2017-09-11 15:00:00,28.8,86,1008.3,2.3,268
2017-09-11 16:00:00,25.7,96,1008.8,7.6,228
2017-09-11 17:00:00,25.0,95,1009.5,4.2,222
2017-09-11 18:00:00,25.2,95,1009.2,1.8,210
2017-09-12 05:00:00,24.6,100,1011.4,0.8,353
2017-09-12 09:00:00,28.9,85,1012.0,2.4,294
2017-09-12 10:00:00,30.6,74,1011.7,3.7,280
2017-09-12 11:00:00,31.8,65,1011.1,3.3,281
2017-09-12 12:00:00,32.8,64,1009.8,3.2,265
2017-09-12 13:00:00,32.4,64,1008.9,3.0,274
2017-09-12 14:00:00,32.0,67,1007.9,3.8,333
2017-09-12 15:00:00,32.7,59,1007.7,3.9,336
2017-09-12 16:00:00,31.9,66,1007.6,2.9,325
2017-09-12 17:00:00,32.1,68,1007.9,0.8,311
2017-09-12 18:00:00,30.4,76,1008.4,1.5,263
2017-09-12 19:00:00,29.8,79,1008.7,1.7,293
2017-09-12 23:00:00,27.6,92,1009.8,0.9,232
2017-09-13 07:00:00,27.3,97,1010.1,0.9,200
2017-09-13 08:00:00,29.3,86,1010.9,2.5,270
2017-09-13 09:00:00,30.9,75,1010.6,2.8,303
2017-09-13 10:00:00,31.8,72,1010.3,2.2,267
2017-09-13 11:00:00,32.3,69,1009.9,3.9,270
2017-09-13 12:00:00,33.4,61,1009.2,3.2,282
2017-09-13 13:00:00,33.4,62,1007.9,4.2,275
2017-09-13 14:00:00,33.8,60,1007.0,3.1,268
2017-09-13 15:00:00,33.1,65,1006.1,4.4,257
2017-09-13 16:00:00,33.0,64,1005.9,3.2,254
2017-09-13 17:00:00,30.6,75,1006.1,6.1,252
2017-09-13 18:00:00,29.5,78,1006.3,3.4,234
2017-09-13 19:00:00,28.8,83,1007.2,2.7,234
2017-09-13 20:00:00,28.4,88,1007.6,2.1,253
2017-09-13 21:00:00,28.2,90,1008.2,2.6,230
2017-09-13 22:00:00,28.0,91,1008.4,2.5,240
2017-09-13 23:00:00,27.8,91,1008.3,2.4,237
2017-09-14 00:00:00,27.6,90,1007.9,2.3,240
2017-09-14 01:00:00,27.7,88,1007.2,2.8,249
2017-09-14 02:00:00,27.5,89,1006.8,2.8,245
2017-09-14 04:00:00,27.0,93,1006.5,2.4,231
2017-09-14 05:00:00,26.8,94,1006.2,1.8,225
2017-09-14 07:00:00,25.9,89,1008.3,2.3,74
2017-09-14 08:00:00,26.1,91,1007.6,2.8,205
2017-09-14 09:00:00,28.4,83,1008.1,2.5,219
2017-09-14 10:00:00,30.2,78,1008.1,2.7,270
2017-09-14 11:00:00,31.3,75,1007.6,3.7,292
2017-09-14 12:00:00,31.8,68,1006.1,3.9,269
2017-09-14 13:00:00,33.1,65,1004.9,3.2,275
2017-09-14 14:00:00,33.8,61,1004.0,3.2,275
2017-09-14 15:00:00,30.9,71,1003.4,2.7,347
2017-09-14 16:00:00,31.2,72,1003.2,3.7,329
2017-09-14 17:00:00,29.0,78,1004.0,5.3,264
2017-09-14 18:00:00,25.9,88,1004.3,3.2,217
2017-09-14 19:00:00,26.8,91,1005.7,1.7,245
2017-09-14 20:00:00,27.7,90,1006.0,3.3,221
2017-09-15 00:00:00,27.3,95,1006.5,2.7,181
2017-09-15 01:00:00,27.3,94,1005.7,3.0,210
2017-09-15 02:00:00,26.9,95,1005.4,2.8,213
2017-09-15 03:00:00,26.7,95,1004.5,2.4,204
2017-09-15 04:00:00,26.6,95,1004.5,2.0,193
2017-09-15 05:00:00,26.5,97,1005.1,1.5,183
2017-09-15 07:00:00,27.1,97,1006.8,0.4,175
2017-09-15 08:00:00,28.3,91,1007.4,3.7,198
2017-09-15 09:00:00,30.0,79,1007.6,5.1,210
2017-09-15 10:00:00,31.0,75,1007.2,4.6,221
2017-09-15 11:00:00,31.7,68,1006.5,4.6,203
2017-09-15 12:00:00,31.5,69,1005.6,4.9,214
2017-09-15 13:00:00,32.4,67,1004.6,4.5,199
2017-09-15 14:00:00,29.6,77,1003.9,4.3,181
2017-09-15 15:00:00,27.4,86,1003.7,7.4,179
2017-09-15 16:00:00,26.9,88,1004.2,6.3,196
2017-09-15 17:00:00,25.5,96,1005.0,3.2,200
2017-09-15 18:00:00,26.0,96,1005.7,1.3,196
2017-09-15 19:00:00,26.1,95,1006.5,1.6,186
2017-09-16 06:00:00,25.8,97,1008.4,1.0,170
2017-09-16 07:00:00,26.3,93,1009.3,2.4,182
2017-09-16 08:00:00,27.2,90,1010.0,3.2,177
2017-09-16 09:00:00,28.6,82,1010.7,2.5,187
2017-09-16 10:00:00,29.8,76,1010.5,4.5,211
2017-09-16 11:00:00,30.8,70,1009.9,3.9,228
2017-09-16 12:00:00,31.5,66,1008.9,3.7,216
2017-09-16 13:00:00,27.4,86,1008.7,3.1,226
2017-09-16 14:00:00,27.7,86,1008.2,2.5,208
2017-09-16 15:00:00,30.0,76,1007.4,3.9,220
2017-09-16 16:00:00,30.0,77,1007.8,2.8,232
2017-09-16 17:00:00,26.6,93,1008.3,3.0,220
2017-09-16 18:00:00,26.4,93,1008.8,1.8,202
2017-09-17 10:00:00,30.9,78,1013.3,2.8,284
2017-09-17 11:00:00,32.2,68,1012.7,3.4,268
2017-09-17 12:00:00,32.0,70,1011.8,3.2,284
2017-09-17 13:00:00,31.5,72,1010.9,3.6,214
2017-09-17 14:00:00,28.3,77,1010.4,2.4,270
2017-09-17 15:00:00,29.6,84,1009.8,3.0,281
2017-09-17 16:00:00,29.5,86,1009.4,2.0,360
2017-09-17 17:00:00,29.6,79,1009.6,2.0,265
2017-09-17 18:00:00,28.8,81,1010.3,1.9,245
2017-09-17 19:00:00,28.3,84,1011.0,2.4,222
2017-09-17 20:00:00,27.8,85,1011.8,1.7,209
2017-09-17 21:00:00,27.7,90,1013.1,1.8,344
2017-09-17 22:00:00,27.8,90,1013.3,1.3,280
2017-09-17 23:00:00,27.3,93,1012.9,2.3,246
2017-09-18 00:00:00,26.8,95,1012.5,2.0,241
2017-09-18 02:00:00,27.4,88,1011.6,2.2,299
2017-09-18 05:00:00,26.4,97,1011.0,0.9,45
2017-09-18 06:00:00,25.9,95,1011.5,3.0,341
2017-09-18 08:00:00,28.3,84,1012.6,1.7,317
2017-09-18 09:00:00,30.2,74,1012.7,3.8,325
2017-09-18 10:00:00,31.1,69,1012.3,4.2,317
2017-09-18 11:00:00,31.7,64,1012.0,5.6,317
2017-09-18 12:00:00,32.3,64,1011.0,4.5,321
2017-09-18 13:00:00,32.9,60,1009.6,4.2,304
2017-09-18 14:00:00,33.3,58,1009.0,4.4,314
2017-09-18 15:00:00,32.7,64,1008.2,4.7,311
2017-09-18 16:00:00,32.8,63,1007.3,5.1,316
2017-09-18 17:00:00,32.0,67,1007.7,2.8,319
2017-09-18 18:00:00,31.0,71,1007.8,2.1,310
2017-09-18 19:00:00,29.7,76,1009.4,2.0,251
2017-09-18 20:00:00,28.4,84,1010.0,3.7,230
2017-09-18 21:00:00,28.0,89,1010.9,3.0,234
2017-09-18 22:00:00,27.7,92,1011.0,2.7,234
2017-09-18 23:00:00,27.5,93,1010.9,1.2,254
2017-09-19 01:00:00,24.9,89,1010.5,5.3,90
2017-09-19 02:00:00,23.8,94,1009.3,2.9,105
2017-09-19 03:00:00,24.3,96,1009.2,3.3,27
2017-09-19 05:00:00,24.3,96,1009.4,3.1,337
2017-09-19 06:00:00,24.3,92,1010.0,3.4,322
2017-09-19 07:00:00,24.2,95,1011.1,4.4,341
2017-09-19 08:00:00,24.3,95,1010.6,3.4,324
2017-09-19 11:00:00,28.9,75,1010.3,4.6,4
2017-09-19 12:00:00,30.1,75,1009.6,1.0,349
2017-09-19 13:00:00,31.1,68,1008.7,4.7,343
2017-09-19 14:00:00,32.1,68,1008.2,3.6,312
2017-09-19 15:00:00,31.6,68,1007.7,3.4,324
2017-09-19 16:00:00,32.1,65,1007.4,3.8,308
2017-09-19 17:00:00,31.4,67,1007.7,2.9,271
2017-09-19 18:00:00,30.2,73,1008.2,1.5,269
2017-09-19 19:00:00,28.9,80,1008.5,1.9,236
2017-09-19 20:00:00,28.3,81,1009.3,2.4,222
2017-09-19 21:00:00,27.8,84,1009.4,1.5,262
2017-09-19 22:00:00,27.7,82,1009.4,1.9,259
2017-09-19 23:00:00,27.4,83,1009.2,1.9,231
2017-09-20 00:00:00,27.0,89,1009.2,1.5,211
2017-09-20 07:00:00,26.6,92,1008.3,1.0,167
2017-09-20 08:00:00,28.2,89,1009.3,1.6,194
2017-09-20 09:00:00,29.3,85,1009.8,2.7,263
2017-09-20 10:00:00,30.6,78,1009.6,3.8,277
2017-09-20 11:00:00,31.9,73,1009.2,2.5,289
2017-09-20 12:00:00,33.1,69,1008.2,2.7,287
2017-09-20 13:00:00,32.4,73,1006.8,4.2,310
2017-09-20 14:00:00,26.0,90,1006.1,5.1,173
2017-09-20 15:00:00,26.1,94,1005.7,2.3,66
2017-09-20 16:00:00,26.5,95,1006.0,0.6,57
2017-09-20 17:00:00,26.6,95,1006.0,0.1,102
2017-09-20 20:00:00,26.6,96,1009.0,3.9,292
2017-09-20 21:00:00,25.3,96,1010.0,3.2,281
2017-09-20 23:00:00,25.2,99,1008.4,1.3,46
2017-09-21 05:00:00,24.3,100,1006.5,0.3,195
2017-09-21 09:00:00,28.3,83,1008.9,0.7,212
2017-09-21 11:00:00,29.5,80,1008.3,1.6,287
2017-09-21 12:00:00,30.2,77,1007.3,1.6,245
2017-09-21 13:00:00,26.0,87,1006.2,3.6,181
2017-09-21 14:00:00,27.4,88,1005.6,0.3,193
2017-09-21 15:00:00,27.4,89,1005.7,3.6,212
2017-09-21 16:00:00,26.6,89,1005.7,2.4,215
2017-09-21 17:00:00,26.7,92,1006.0,2.5,204
2017-09-21 18:00:00,26.3,93,1007.0,1.1,213
2017-09-21 19:00:00,25.9,96,1007.4,1.5,211
2017-09-22 00:00:00,25.0,98,1008.4,1.9,196
2017-09-22 01:00:00,25.1,97,1007.7,3.0,218
2017-09-22 10:00:00,28.5,84,1009.9,1.4,208
2017-09-22 11:00:00,29.3,78,1009.4,2.2,233
2017-09-22 12:00:00,30.9,71,1008.2,1.9,286
2017-09-22 13:00:00,28.0,80,1007.8,3.3,313
2017-09-22 14:00:00,28.2,80,1007.1,3.5,215
2017-09-22 15:00:00,27.7,83,1007.2,4.0,207
2017-09-22 16:00:00,27.2,86,1007.1,2.8,219
2017-09-22 17:00:00,26.6,88,1007.4,3.1,224
2017-09-22 18:00:00,26.1,91,1007.4,1.7,208
2017-09-22 20:00:00,25.6,93,1008.8,2.9,197
2017-09-22 21:00:00,25.4,96,1009.4,2.4,194
2017-09-23 03:00:00,25.2,100,1007.6,0.7,164
2017-09-23 04:00:00,25.1,100,1007.6,1.0,168
2017-09-23 08:00:00,26.5,97,1010.1,0.5,208
2017-09-23 09:00:00,26.5,90,1010.9,4.2,213
2017-09-23 10:00:00,26.3,91,1011.4,3.3,224
2017-09-23 11:00:00,27.6,87,1010.9,3.8,210
2017-09-23 12:00:00,27.2,89,1010.3,3.4,212
2017-09-23 13:00:00,27.9,87,1009.3,2.4,227
2017-09-23 14:00:00,29.2,78,1008.5,4.2,244
2017-09-23 15:00:00,29.0,78,1007.8,4.1,249
2017-09-23 16:00:00,28.6,81,1007.8,3.3,228
2017-09-23 17:00:00,28.0,83,1008.2,3.5,221
2017-09-23 18:00:00,27.4,88,1008.5,2.4,207
2017-09-23 19:00:00,26.9,90,1009.2,2.5,210
2017-09-23 20:00:00,26.5,92,1009.5,2.1,216
2017-09-23 21:00:00,26.3,93,1010.1,0.7,191
2017-09-23 22:00:00,26.0,95,1010.3,0.2,208
2017-09-23 23:00:00,25.7,96,1009.9,1.8,192
2017-09-24 00:00:00,25.5,97,1009.8,2.8,200
2017-09-24 04:00:00,25.3,98,1008.3,3.0,220
2017-09-24 05:00:00,25.1,95,1008.5,2.3,223
2017-09-24 07:00:00,25.7,95,1008.9,1.2,215
2017-09-24 08:00:00,27.6,85,1009.6,3.8,257
2017-09-24 09:00:00,28.5,84,1009.8,3.4,258
2017-09-24 10:00:00,29.5,77,1009.5,5.6,254
2017-09-24 11:00:00,29.6,75,1009.2,5.1,266
2017-09-24 12:00:00,30.6,72,1008.4,4.6,264
2017-09-24 13:00:00,25.7,94,1007.8,3.6,242
2017-09-24 14:00:00,25.8,97,1007.3,3.3,213
2017-09-24 15:00:00,25.8,97,1007.0,3.4,207
2017-09-24 16:00:00,25.7,97,1007.0,2.6,189
2017-09-24 17:00:00,25.6,98,1007.2,3.6,202
2017-09-24 18:00:00,25.3,98,1007.7,1.7,199
2017-09-24 19:00:00,25.1,99,1007.8,1.9,200
2017-09-24 21:00:00,24.9,98,1009.8,3.7,207
2017-09-24 22:00:00,24.9,98,1010.1,2.2,219
2017-09-24 23:00:00,24.9,99,1009.9,1.5,215
2017-09-25 00:00:00,25.0,100,1009.3,0.2,194
2017-09-25 05:00:00,25.0,100,1008.5,0.2,189
2017-09-25 06:00:00,24.5,100,1009.0,3.2,208
2017-09-25 07:00:00,24.6,99,1009.3,2.3,200
2017-09-25 08:00:00,25.4,94,1010.0,2.9,205
2017-09-25 09:00:00,27.2,86,1010.6,2.8,216
2017-09-25 10:00:00,27.7,86,1010.6,5.3,224
2017-09-25 11:00:00,28.4,82,1009.8,5.2,237
2017-09-25 12:00:00,29.3,78,1008.8,3.6,252
2017-09-25 13:00:00,29.6,74,1007.8,5.9,256
2017-09-25 14:00:00,29.6,74,1007.1,5.1,265
2017-09-25 15:00:00,29.5,77,1006.6,4.7,262
2017-09-25 16:00:00,29.8,73,1006.6,4.0,254
2017-09-25 17:00:00,28.4,80,1007.0,2.5,263
2017-09-25 18:00:00,27.6,83,1007.4,2.3,241
2017-09-25 19:00:00,27.0,87,1008.2,1.4,240
2017-09-25 20:00:00,26.6,90,1008.9,2.0,239
2017-09-25 21:00:00,26.5,92,1009.3,1.8,260
2017-09-25 22:00:00,26.2,94,1009.6,1.5,222
2017-09-25 23:00:00,26.0,96,1009.3,1.6,209
2017-09-26 07:00:00,26.3,99,1010.0,2.3,213
2017-09-26 08:00:00,28.7,84,1010.7,2.5,271
2017-09-26 09:00:00,30.0,78,1011.1,2.6,247
2017-09-26 10:00:00,31.1,72,1011.1,3.1,270
2017-09-26 11:00:00,31.1,70,1010.6,3.5,266
2017-09-26 12:00:00,32.5,66,1009.8,3.1,271
2017-09-26 13:00:00,33.3,63,1008.8,2.8,272
2017-09-26 14:00:00,32.4,66,1008.2,5.3,293
2017-09-26 15:00:00,32.9,59,1007.2,4.0,288
2017-09-26 16:00:00,32.4,63,1007.0,3.3,248
2017-09-26 17:00:00,30.7,69,1007.7,4.2,237
2017-09-26 18:00:00,29.5,74,1008.4,3.0,245
2017-09-26 19:00:00,28.8,79,1009.5,3.2,251
2017-09-26 20:00:00,28.5,82,1009.6,3.7,250
2017-09-26 21:00:00,28.3,86,1010.5,2.3,262
2017-09-26 22:00:00,28.0,86,1010.3,2.3,247
2017-09-26 23:00:00,27.6,89,1009.6,1.3,258
2017-09-27 00:00:00,27.4,91,1009.3,1.3,209
2017-09-27 01:00:00,27.3,92,1008.9,1.7,236
2017-09-27 04:00:00,26.8,94,1008.7,2.4,251
2017-09-27 05:00:00,26.8,93,1009.0,1.7,250
2017-09-27 06:00:00,26.7,92,1009.4,1.7,252
2017-09-27 07:00:00,27.4,90,1010.7,2.2,261
2017-09-27 08:00:00,29.2,81,1011.2,2.5,260
2017-09-27 09:00:00,30.4,75,1011.1,2.9,261
2017-09-27 10:00:00,31.8,66,1011.1,3.6,281
2017-09-27 11:00:00,32.8,64,1010.5,3.2,279
2017-09-27 12:00:00,32.8,63,1009.4,3.5,274
2017-09-27 13:00:00,32.5,64,1007.9,3.0,269
2017-09-27 14:00:00,33.6,61,1007.1,3.1,272
2017-09-27 15:00:00,33.6,61,1006.5,2.6,289
2017-09-27 16:00:00,32.8,62,1006.8,2.9,269
2017-09-27 17:00:00,31.3,73,1007.4,2.9,239
2017-09-27 18:00:00,26.8,84,1007.6,5.4,207
2017-09-27 19:00:00,28.0,83,1009.2,3.0,263
2017-09-27 20:00:00,27.9,85,1009.8,2.2,261
2017-09-27 21:00:00,28.0,89,1010.5,2.3,21
2017-09-27 22:00:00,27.1,91,1010.4,2.3,106
2017-09-28 00:00:00,26.4,98,1009.0,0.2,158
2017-09-28 06:00:00,26.0,99,1009.6,1.5,48
2017-09-28 07:00:00,26.7,99,1010.1,2.7,35
2017-09-28 08:00:00,27.4,92,1009.6,0.2,65
2017-09-28 09:00:00,29.0,85,1009.3,2.5,218
2017-09-28 10:00:00,30.4,76,1009.8,1.2,281
2017-09-28 11:00:00,31.3,70,1009.4,2.6,282
2017-09-28 12:00:00,32.1,70,1007.9,2.3,335
2017-09-28 13:00:00,31.2,73,1006.8,1.3,275
2017-09-28 14:00:00,31.0,74,1006.2,2.6,316
2017-09-28 15:00:00,31.1,76,1006.1,1.5,256
2017-09-28 16:00:00,27.6,88,1006.5,4.3,170
2017-09-28 17:00:00,25.6,93,1008.9,2.2,80
2017-09-28 18:00:00,24.0,97,1007.9,1.9,277
2017-09-28 19:00:00,24.0,98,1008.3,2.0,163
2017-09-28 21:00:00,24.5,100,1009.4,2.5,336
2017-09-28 22:00:00,24.8,98,1010.0,0.1,303
2017-09-29 00:00:00,24.5,100,1009.9,0.2,209
2017-09-29 16:00:00,33.1,62,1006.6,0.1,157
2017-09-29 17:00:00,30.3,72,1007.4,5.6,188
2017-09-29 18:00:00,27.2,88,1007.9,5.0,163
2017-09-29 19:00:00,26.5,91,1008.8,3.6,191
2017-09-29 20:00:00,26.6,93,1010.3,1.9,227
2017-09-29 21:00:00,26.7,92,1010.9,2.3,203
2017-09-30 03:00:00,25.8,100,1010.0,0.1,168
2017-09-30 07:00:00,26.4,97,1011.4,2.2,169
2017-09-30 08:00:00,27.9,88,1011.8,2.3,213
2017-09-30 09:00:00,29.3,81,1012.0,4.1,212
2017-09-30 10:00:00,30.2,74,1012.2,4.1,232
2017-09-30 11:00:00,31.1,68,1011.8,3.4,242
2017-09-30 12:00:00,31.7,71,1011.0,3.6,235
2017-09-30 13:00:00,32.2,65,1009.6,3.4,212
2017-09-30 14:00:00,30.7,73,1008.9,3.9,257
2017-09-30 15:00:00,26.6,90,1008.7,5.3,236
2017-09-30 16:00:00,26.7,95,1008.4,2.9,226
2017-09-30 22:00:00,26.6,97,1012.6,2.3,64
2017-09-30 23:00:00,26.1,98,1012.3,0.7,93
2017-10-01 10:00:00,30.0,77,1011.4,1.4,267
