Ngày,Giờ,Nhiệt độ,Độ ẩm,Khí áp,T.độ gió,H. gió
19/11/2019,20:00,26.6,81,1011.8,1.4,106
19/11/2019,21:00,26.6,80,1012.1,0,-
19/11/2019,22:00,26.5,82,1011.8,2,107
19/11/2019,23:00,26.3,84,1012,1.9,115
20/11/2019,00:00,26,87,1011.6,1.7,105
20/11/2019,01:00,25.7,89,1010.7,1.5,112
20/11/2019,02:00,25.4,91,1010.4,0.3,106
20/11/2019,03:00,25,93,1010.1,1.1,50
20/11/2019,04:00,24.8,93,1010,1.3,51
20/11/2019,05:00,24.6,93,1010.3,1.5,73
20/11/2019,06:00,24.8,94,1011.4,2,48
20/11/2019,07:00,25.6,93,1012.5,2.3,35
20/11/2019,08:00,26.6,89,1012.9,2.6,29
20/11/2019,09:00,28.5,74,1013.1,3.3,53
20/11/2019,10:00,29,73,1013.1,3,28
20/11/2019,11:00,29.8,68,1012.5,0.8,28
20/11/2019,12:00,31.3,56,1011.4,0.1,91
20/11/2019,13:00,32.2,54,1010.4,1.3,93
20/11/2019,14:00,31.9,54,1009.4,2.1,86
20/11/2019,15:00,32.4,50,1009,0.6,85
20/11/2019,16:00,31,55,1009.3,2,131
20/11/2019,17:00,29.5,62,1009.6,0.8,156
20/11/2019,18:00,28.4,67,1010.1,0.5,131
20/11/2019,19:00,27.8,72,1011,1.7,104
20/11/2019,20:00,26.9,79,1011.8,0.6,117
20/11/2019,21:00,26.2,82,1012.5,0.8,129
20/11/2019,22:00,25.9,86,1012.2,0.1,207
20/11/2019,23:00,25.4,88,1012.1,1,175
21/11/2019,00:00,25.1,90,1011.8,0,-
21/11/2019,01:00,24.8,92,1011.1,0,-
21/11/2019,02:00,24.3,94,1010.7,0,-
21/11/2019,03:00,24.1,97,1010.1,0,-
21/11/2019,04:00,24,97,1010.3,0,-
21/11/2019,05:00,23.8,98,1010.6,0,-
21/11/2019,06:00,23.8,99,1011,0,-
21/11/2019,07:00,24.6,98,1011.6,0,-
21/11/2019,08:00,26.4,89,1012.5,1.9,28
21/11/2019,09:00,28.1,81,1013.1,2,33
21/11/2019,10:00,29.1,75,1013.3,1.9,29
21/11/2019,11:00,30.4,67,1012.8,0.1,359
21/11/2019,12:00,30.3,68,1011.8,2.1,321
21/11/2019,13:00,31.1,63,1010.6,1.4,355
21/11/2019,14:00,31.1,64,1009.8,2.9,334
21/11/2019,15:00,30.2,69,1009.6,3.4,348
21/11/2019,16:00,29.7,70,1009.9,3,331
21/11/2019,17:00,29,75,1010.4,0.3,346
21/11/2019,18:00,27.5,81,1011.1,1.6,187
21/11/2019,19:00,26.8,81,1011.7,1.8,176
21/11/2019,20:00,26.4,81,1012.3,1.7,142
21/11/2019,21:00,26.2,83,1012.7,1.5,136
21/11/2019,22:00,26.1,84,1012.9,2,122
21/11/2019,23:00,25.8,86,1012.5,1.5,155
22/11/2019,00:00,25.4,90,1011.8,1.6,165
22/11/2019,01:00,25,93,1011.5,0,-
22/11/2019,02:00,24.7,94,1010.7,0.5,277
22/11/2019,03:00,24.7,96,1010,0,-
22/11/2019,04:00,24.4,97,1010.6,0,-
22/11/2019,05:00,24.3,97,1011.1,0,-
22/11/2019,06:00,24.2,100,1012,0.2,354
22/11/2019,07:00,25.3,100,1012.6,2.2,1
22/11/2019,08:00,26.1,94,1013.7,0,-
22/11/2019,09:00,27.2,88,1014,1.9,14
22/11/2019,10:00,29.2,73,1013.9,1,35
22/11/2019,11:00,30,69,1013.2,0.9,350
22/11/2019,12:00,29.9,67,1011.8,0,-
22/11/2019,13:00,31.3,60,1010.7,0,-
22/11/2019,14:00,31.5,59,1010,0,-
22/11/2019,15:00,32.5,57,1009.9,0,-
22/11/2019,16:00,30.9,67,1009.9,0.8,338
22/11/2019,17:00,29.7,72,1010.5,0.8,353
22/11/2019,18:00,28.8,79,1010.9,2.4,347
22/11/2019,19:00,28.4,78,1011.7,1.7,38
22/11/2019,20:00,27.5,78,1012.2,0,-
22/11/2019,21:00,26.8,80,1012.3,1.4,172
22/11/2019,22:00,26,86,1012.5,2.2,168
22/11/2019,23:00,25.6,89,1012.6,0,-
23/11/2019,00:00,25.1,94,1012.1,0,-
23/11/2019,01:00,24.9,96,1011.8,1.5,199
23/11/2019,02:00,24.7,96,1011,1.2,262
23/11/2019,03:00,24.4,98,1010.6,0,-
23/11/2019,04:00,24.2,99,1010.5,0.6,217
23/11/2019,05:00,24.5,100,1010.9,1.8,274
23/11/2019,06:00,24.6,99,1011.5,1.7,296
23/11/2019,07:00,24.8,93,1012.2,2.8,332
23/11/2019,08:00,26.1,86,1013.3,1.5,16
23/11/2019,09:00,27.7,79,1013.3,1.7,2
23/11/2019,10:00,29.4,69,1013.2,0,-
23/11/2019,11:00,30.9,64,1012.7,0,-
23/11/2019,12:00,32.1,57,1012.1,0.2,22
23/11/2019,13:00,32.4,50,1011.1,2.3,4
23/11/2019,14:00,32.4,50,1010.3,3.1,353
23/11/2019,15:00,32.4,51,1009.5,2.5,337
23/11/2019,16:00,31.4,60,1009.9,4.2,332
23/11/2019,17:00,30.1,67,1010.3,2.5,327
23/11/2019,18:00,29.3,71,1010.9,1.3,337
23/11/2019,19:00,28.7,75,1011.7,1.3,146
23/11/2019,20:00,27.8,79,1012.5,2,113
23/11/2019,21:00,27.5,79,1012.9,1.8,127
23/11/2019,22:00,27.4,81,1012.8,0.7,201
23/11/2019,23:00,27.2,83,1012.3,0,-
24/11/2019,00:00,27,86,1011.8,1.5,213
24/11/2019,01:00,26.6,88,1011.1,1.6,214
24/11/2019,02:00,26.5,87,1010.4,0.6,248
24/11/2019,03:00,26.4,88,1009.8,0,-
24/11/2019,04:00,26.1,90,1009.6,0,-
24/11/2019,05:00,25.8,91,1009.9,0,-
24/11/2019,06:00,25.6,92,1010.5,0,-
24/11/2019,07:00,26,93,1011.6,0,-
24/11/2019,08:00,27.4,83,1012.2,0,-
24/11/2019,09:00,30,76,1012.7,1.4,27
24/11/2019,10:00,30.8,72,1012.7,1,67
24/11/2019,11:00,31.1,67,1012.3,0,-
24/11/2019,12:00,31.4,66,1011.6,0.6,357
24/11/2019,13:00,31.5,64,1010.5,1.3,93
24/11/2019,14:00,31.1,66,1009.4,0.9,72
24/11/2019,15:00,32.6,55,1008.9,3.1,119
24/11/2019,16:00,32.1,56,1009.3,3.2,131
24/11/2019,17:00,30.6,62,1009.5,2.2,119
24/11/2019,18:00,28.7,69,1010.5,2.4,131
24/11/2019,19:00,28,74,1011.4,2.8,131
24/11/2019,20:00,27.5,78,1012.3,2.3,124
24/11/2019,21:00,27,81,1012.6,2.1,116
24/11/2019,22:00,26.6,84,1012.8,1.3,130
24/11/2019,23:00,26.3,84,1012.9,1.7,132
25/11/2019,00:00,26.3,84,1012.1,1.9,122
25/11/2019,01:00,25.9,86,1011.4,1.9,133
25/11/2019,02:00,25.7,89,1010.6,0.7,120
25/11/2019,03:00,25.2,92,1010.1,0,-
25/11/2019,04:00,25.3,96,1010.4,1,317
25/11/2019,05:00,25.7,96,1011,3,336
25/11/2019,06:00,25.5,94,1011.7,1.7,45
25/11/2019,07:00,26,93,1012.5,3.3,9
25/11/2019,08:00,27.5,85,1013.4,2.4,28
25/11/2019,09:00,27.6,84,1013.9,2.9,3
25/11/2019,10:00,28.9,79,1013.7,2.3,25
25/11/2019,11:00,30.7,70,1013.3,2.1,41
25/11/2019,12:00,30.7,69,1011.8,3.2,331
25/11/2019,13:00,30.8,71,1010.6,0,-
25/11/2019,14:00,31.1,71,1009.5,0.7,340
25/11/2019,15:00,31.2,68,1009.3,2,329
25/11/2019,16:00,30.9,69,1009.3,1.4,302
25/11/2019,17:00,30.2,74,1009.6,2.8,343
25/11/2019,18:00,26.1,86,1010.1,1.8,186
25/11/2019,19:00,26.1,86,1010.6,2,172
25/11/2019,20:00,26.5,82,1012.2,4.1,326
25/11/2019,21:00,26.3,84,1012.2,1.6,150
25/11/2019,22:00,26.1,86,1012.5,1.2,177
25/11/2019,23:00,25.9,88,1012.2,1.6,174
26/11/2019,00:00,25.7,90,1012,1.2,187
26/11/2019,01:00,25.6,91,1011.5,0,-
26/11/2019,02:00,25.5,93,1010.9,0,-
26/11/2019,03:00,25.5,93,1010.5,0.1,224
26/11/2019,04:00,25.3,95,1010.6,0,-
26/11/2019,05:00,25.7,98,1010.6,2.1,351
26/11/2019,06:00,25.5,98,1011.4,2,56
26/11/2019,07:00,25.9,99,1011.8,5,24
26/11/2019,08:00,26.9,84,1012.7,3.5,42
26/11/2019,09:00,27.6,81,1012.8,2.4,27
26/11/2019,10:00,29.3,75,1012.3,3.2,22
26/11/2019,11:00,30.5,67,1011.7,2.9,12
26/11/2019,12:00,31.5,69,1010.7,2,10
26/11/2019,13:00,31.9,65,1009.6,0,-
26/11/2019,14:00,32.1,64,1008.7,1.3,349
26/11/2019,15:00,33.3,53,1008.2,1.9,90
26/11/2019,16:00,31.7,56,1008.2,2.9,162
26/11/2019,17:00,30.4,64,1008.3,2.2,167
26/11/2019,18:00,28.7,73,1009.2,2.8,124
26/11/2019,19:00,27.7,79,1010.3,1.5,145
26/11/2019,20:00,27,84,1010.6,1.5,125
26/11/2019,21:00,26.6,87,1010.9,1.7,130
26/11/2019,22:00,26.5,89,1011,2.5,112
26/11/2019,23:00,26.5,92,1011,1.5,33
27/11/2019,00:00,26.7,93,1010.7,2.7,19
27/11/2019,01:00,26.1,94,1009.6,0,-
27/11/2019,02:00,25.8,94,1009.5,2.1,0
27/11/2019,03:00,25.6,95,1009.3,1.7,16
27/11/2019,04:00,25.3,97,1009.2,2.8,355
27/11/2019,05:00,25.3,95,1009.6,3.1,18
27/11/2019,06:00,25.5,94,1009.9,4.2,22
27/11/2019,07:00,25.9,92,1010.4,2.4,58
27/11/2019,08:00,28.2,81,1011,1.3,78
27/11/2019,09:00,30.1,72,1011.7,1.8,76
27/11/2019,10:00,31.6,66,1011.5,2.3,109
27/11/2019,11:00,31.4,66,1010.9,1.9,79
27/11/2019,12:00,32.4,59,1010.1,3.7,103
27/11/2019,13:00,32.6,59,1009.4,4.6,97
27/11/2019,14:00,32.8,55,1009,4.8,97
27/11/2019,15:00,30.7,62,1008.5,3.9,109
27/11/2019,16:00,29.6,67,1008.4,2.8,103
27/11/2019,17:00,28.8,71,1008.7,2.6,106
27/11/2019,18:00,28.1,77,1009,1.9,110
27/11/2019,19:00,27.7,82,1009.9,2.5,101
27/11/2019,20:00,27.2,85,1010.4,1.6,124
27/11/2019,21:00,26.8,85,1010.7,1.9,132
27/11/2019,22:00,26.7,87,1010.9,1.7,140
27/11/2019,23:00,26.4,88,1010.7,1.7,130
28/11/2019,00:00,26.6,90,1011,0,-
28/11/2019,01:00,26.5,90,1010.6,1.3,85
28/11/2019,02:00,26.2,92,1010.3,0,-
28/11/2019,03:00,25.8,90,1010.4,2.2,87
28/11/2019,04:00,25.6,93,1010.3,1.8,58
28/11/2019,05:00,25.6,94,1010.6,2.6,59
28/11/2019,06:00,25.6,95,1010.9,2.5,53
28/11/2019,07:00,26.2,95,1011.4,2.7,41
28/11/2019,08:00,28.3,83,1012.1,3,68
28/11/2019,09:00,30.2,71,1012.1,3.3,65
28/11/2019,10:00,31.2,68,1012,3.7,54
28/11/2019,11:00,31.9,63,1011.4,2.8,61
28/11/2019,12:00,32.7,59,1010.1,2.5,88
28/11/2019,13:00,32.4,63,1009.4,3.3,17
28/11/2019,14:00,32.9,59,1008.7,2.1,23
28/11/2019,15:00,31.3,67,1008.2,3.9,7
28/11/2019,16:00,31.3,67,1008.2,3.1,345
28/11/2019,17:00,30.5,73,1008.7,2.5,348
28/11/2019,18:00,29.1,75,1009.3,2.7,125
28/11/2019,19:00,28.1,78,1010,3.2,116
28/11/2019,20:00,27.5,81,1010.3,2,128
28/11/2019,21:00,27.2,83,1010.9,2.1,125
28/11/2019,22:00,27,84,1010.7,2.2,126
28/11/2019,23:00,26.8,84,1010.4,2.6,116
29/11/2019,00:00,26.6,88,1010.4,2.3,55
29/11/2019,01:00,26.4,91,1010.3,2.9,26
29/11/2019,02:00,26,90,1009.8,1.4,65
29/11/2019,03:00,26.1,93,1009.6,3.2,13
29/11/2019,04:00,26.1,93,1010.3,2.2,2
29/11/2019,05:00,25.8,94,1010.5,2.6,6
29/11/2019,06:00,25.5,92,1010.7,3.3,12
29/11/2019,07:00,25.7,89,1011.6,3.1,23
29/11/2019,08:00,27.2,84,1012.7,2.3,13
29/11/2019,09:00,29,77,1013.1,2.1,20
29/11/2019,10:00,30.3,70,1012.8,1,30
29/11/2019,11:00,31.2,63,1012.3,2.5,20
29/11/2019,12:00,31.8,64,1011.4,2.3,11
29/11/2019,13:00,31.2,67,1010.6,4,14
29/11/2019,14:00,31.8,63,1009.6,2.9,20
29/11/2019,15:00,32,65,1009.3,1.7,11
29/11/2019,16:00,32.1,61,1009.2,1.9,34
29/11/2019,17:00,30.5,68,1009.5,3.2,100
29/11/2019,18:00,28.7,74,1010,2.7,106
29/11/2019,19:00,27.8,77,1010.7,2.4,124
29/11/2019,20:00,27.3,79,1011.4,1.7,124
29/11/2019,21:00,27.1,80,1011.7,2,120
29/11/2019,22:00,27.2,79,1011.5,2.7,111
29/11/2019,23:00,27.2,79,1011.4,2.3,102
30/11/2019,00:00,26.8,82,1011.2,1.9,81
30/11/2019,01:00,26.4,84,1010.7,2.2,47
30/11/2019,02:00,25.9,84,1010.5,2.5,44
30/11/2019,03:00,25.7,87,1010.1,2.7,22
30/11/2019,04:00,25.8,88,1010.4,3.4,16
30/11/2019,05:00,25.5,90,1010.7,2.4,6
30/11/2019,06:00,25.4,93,1011.4,3.5,8
30/11/2019,07:00,25.4,92,1012.3,3.3,11
30/11/2019,08:00,27,82,1012.9,3,29
30/11/2019,09:00,28.7,71,1013.2,2.2,36
30/11/2019,10:00,29.7,67,1013.3,0.5,44
30/11/2019,11:00,30.6,67,1012.6,2.8,12
30/11/2019,12:00,31.2,62,1011.6,0.6,44
30/11/2019,13:00,32.7,54,1010.4,2.1,120
30/11/2019,14:00,33.5,51,1009.5,2.4,103
30/11/2019,15:00,33.5,51,1008.9,1.8,95
30/11/2019,16:00,32.8,55,1008.9,2.3,83
30/11/2019,17:00,30.9,63,1009.3,2.8,95
30/11/2019,18:00,28.7,75,1009.8,3.1,113
30/11/2019,19:00,27.7,79,1010.3,2.9,108
30/11/2019,20:00,26.9,83,1010.6,2.5,123
30/11/2019,21:00,26.5,86,1011,2.2,117
30/11/2019,22:00,26.2,88,1010.9,2,122
30/11/2019,23:00,26,89,1010.7,1.8,116
01/12/2019,00:00,25.9,90,1010.6,1.5,117
01/12/2019,01:00,25.9,90,1010.1,1.4,102
01/12/2019,02:00,25.9,89,1009.9,2.1,93
01/12/2019,03:00,25.8,89,1009.8,1.5,106
01/12/2019,04:00,25.5,90,1009.8,1.9,80
01/12/2019,05:00,25.1,89,1010.3,2.6,90
01/12/2019,06:00,24.8,89,1010.7,1.7,88
01/12/2019,07:00,25.5,85,1011.6,1.8,87
01/12/2019,08:00,27.6,74,1012.3,2.2,74
01/12/2019,09:00,29.5,68,1012.7,1.5,51
01/12/2019,10:00,30.1,68,1012.7,0.4,40
01/12/2019,11:00,30.2,66,1012,1.3,338
01/12/2019,12:00,30.6,67,1011,0,-
01/12/2019,13:00,31.3,61,1010.1,0,-
01/12/2019,14:00,31.7,64,1009.5,0.5,333
01/12/2019,15:00,31.2,65,1009.3,0,-
01/12/2019,16:00,30.1,70,1009.2,2.6,339
01/12/2019,17:00,29.3,77,1009.9,3.1,345
01/12/2019,18:00,28.5,81,1010.4,1.7,330
01/12/2019,19:00,27.9,82,1010.7,1.2,165
01/12/2019,20:00,27,77,1011.1,2.2,125
01/12/2019,21:00,26.5,80,1011.4,2,126
01/12/2019,22:00,26,83,1011.6,1.4,130
01/12/2019,23:00,25.7,85,1011.5,1.5,132
02/12/2019,00:00,25.6,85,1011.5,1.3,153
02/12/2019,01:00,25.2,88,1010.7,1.4,155
02/12/2019,02:00,24.9,90,1010.5,0,-
02/12/2019,03:00,24.8,91,1010,0,-
02/12/2019,04:00,24.5,93,1010.4,0,-
02/12/2019,05:00,25.2,95,1010.7,2.7,331
02/12/2019,06:00,25,96,1011.7,3.5,334
02/12/2019,07:00,25.2,93,1012.5,3.4,312
02/12/2019,08:00,26.2,73,1013.1,3.8,357
02/12/2019,09:00,27.7,63,1013.1,5.4,21
02/12/2019,10:00,29,56,1012.8,3.4,43
02/12/2019,11:00,29.2,57,1012.2,3.5,27
02/12/2019,12:00,30.3,58,1011.4,2.7,22
02/12/2019,13:00,30.2,54,-,0,-
02/12/2019,14:00,30.3,56,1010,0,-
02/12/2019,15:00,29.8,63,1009.9,1.3,354
02/12/2019,16:00,29.1,62,1010.3,0.4,319
02/12/2019,17:00,26.7,83,1011,1.3,97
02/12/2019,18:00,25.7,90,1011.2,0.8,152
02/12/2019,19:00,25.5,89,1011.8,1.4,163
02/12/2019,20:00,25.3,89,1012.3,0.8,163
02/12/2019,21:00,25,90,1012.6,1,134
02/12/2019,22:00,25,91,1012.7,1.5,112
02/12/2019,23:00,25.4,89,1012.6,0.6,109
03/12/2019,00:00,25.5,89,1012.1,4.7,332
03/12/2019,01:00,25.1,83,1011.7,1.2,340
03/12/2019,02:00,25.1,81,1011.6,3.5,349
03/12/2019,03:00,24.6,79,1011.1,3.5,352
03/12/2019,04:00,23.9,83,1011.1,3,342
03/12/2019,05:00,23.5,85,1011.1,2.9,335
03/12/2019,06:00,23.3,84,1011.7,4.2,351
03/12/2019,07:00,23.3,84,1012.6,3.8,6
03/12/2019,08:00,24.1,74,1013.4,4.5,7
03/12/2019,09:00,25.1,69,1013.6,5.2,17
03/12/2019,10:00,25.3,68,1013.7,5.5,12
03/12/2019,11:00,25.7,66,1013.2,4.1,16
03/12/2019,12:00,26.7,64,1012.7,2.2,53
03/12/2019,13:00,27,65,1011.8,1.9,351
03/12/2019,14:00,27.2,65,1011.4,1.4,338
03/12/2019,15:00,27.5,65,1011.4,0,-
03/12/2019,16:00,27,68,1011.7,2.8,335
03/12/2019,17:00,26.8,67,1012.2,0,-
03/12/2019,18:00,26.2,67,1012.5,1.9,326
03/12/2019,19:00,25,74,1013.4,0,-
03/12/2019,20:00,24,80,1013.9,0,-
03/12/2019,21:00,23.6,86,1014.2,0,-
03/12/2019,22:00,23.8,86,1014,0,-
03/12/2019,23:00,23,92,1013.9,0,-
04/12/2019,00:00,24.2,79,1013.6,4.1,13
04/12/2019,01:00,23.8,73,1012.9,4.6,20
04/12/2019,02:00,23.1,79,1012.3,3,353
04/12/2019,03:00,22.4,81,1012.1,3.2,356
04/12/2019,04:00,22,81,1012.2,3.5,351
04/12/2019,05:00,21.7,82,1012.6,3.6,359
04/12/2019,06:00,21.2,86,1013.1,3.1,345
04/12/2019,07:00,21,87,1014.2,4,334
04/12/2019,08:00,21.9,82,1015.1,4.1,352
04/12/2019,09:00,23.5,76,1015.8,4.4,1
04/12/2019,10:00,25,71,1015.8,3.4,13
04/12/2019,11:00,26.2,65,1014.9,3,24
04/12/2019,12:00,26.8,66,1013.7,3.1,343
04/12/2019,13:00,27.7,64,1012.6,2.9,2
04/12/2019,14:00,28.2,59,1011.6,2.4,12
04/12/2019,15:00,28.1,62,1011.2,3.4,2
04/12/2019,16:00,27.9,59,1011.6,3.7,1
04/12/2019,17:00,27.3,62,1012.1,2.5,0
04/12/2019,18:00,26.7,64,1012.5,1.1,332
04/12/2019,19:00,25,77,1013.2,0,-
04/12/2019,20:00,25.5,74,1013.8,2,324
04/12/2019,21:00,25.5,74,1014,2.5,339
04/12/2019,22:00,25.5,70,1014.2,3.5,15
04/12/2019,23:00,24.9,73,1013.9,3.9,17
05/12/2019,00:00,24,76,1013.7,3.5,5
05/12/2019,01:00,23.1,80,1013.4,2.2,334
05/12/2019,02:00,22.3,83,1012.9,2.8,306
05/12/2019,03:00,21.6,86,1012.7,3.2,319
05/12/2019,04:00,21.1,88,1012.8,3.5,326
05/12/2019,05:00,20.7,88,1013.3,3,336
05/12/2019,06:00,20.3,87,1013.9,2.9,332
05/12/2019,07:00,20.8,88,1014.8,2.9,346
05/12/2019,08:00,22,80,1015.6,4.1,348
05/12/2019,09:00,22.6,76,1016.1,4.9,345
05/12/2019,10:00,24.2,74,1015.8,3.9,3
05/12/2019,11:00,25.9,68,1014.9,3.4,352
05/12/2019,12:00,27.4,67,1013.9,3.3,15
05/12/2019,13:00,28.1,62,1012.9,2.5,351
05/12/2019,14:00,28.6,63,1012.5,2.6,338
05/12/2019,15:00,28,63,1012.3,3.2,316
05/12/2019,16:00,27.6,67,1012.8,4.1,320
05/12/2019,17:00,26.7,69,1013.3,4,322
05/12/2019,18:00,26,71,1013.9,2.4,302
05/12/2019,19:00,25.6,75,1014.7,2.7,294
05/12/2019,20:00,25,77,1015.3,4.2,306
05/12/2019,21:00,24.3,79,1015.4,4.1,307
05/12/2019,22:00,23.6,82,1015.3,4.9,327
05/12/2019,23:00,23,87,1015.1,4.1,330
06/12/2019,00:00,22.4,89,1015,3.4,331
06/12/2019,01:00,22.2,90,1014.5,3.5,333
06/12/2019,02:00,22,91,1013.8,3.9,343
06/12/2019,03:00,21.9,92,1013.4,3.7,349
06/12/2019,04:00,21.7,91,1013.6,4,316
06/12/2019,05:00,21.3,92,1013.8,4.2,326
06/12/2019,06:00,21.1,90,1014.4,4.8,329
06/12/2019,07:00,21.4,88,1015,4.9,336
06/12/2019,08:00,22.9,79,1015.5,6.4,357
06/12/2019,09:00,24.6,67,1015.6,7.9,4
06/12/2019,10:00,25.5,66,1015.3,8.5,15
06/12/2019,11:00,26.2,65,1014.7,7.3,6
06/12/2019,12:00,27.1,58,1013.7,7.7,354
06/12/2019,13:00,27.7,59,1012.7,6.8,4
06/12/2019,14:00,28.2,59,1012,6.5,6
06/12/2019,15:00,28.5,56,1012,5.2,5
06/12/2019,16:00,28.7,57,1012.3,4.6,9
06/12/2019,17:00,28.2,59,1012.8,3.4,351
06/12/2019,18:00,27.2,66,1013.6,3,336
06/12/2019,19:00,26.2,67,1014.2,4.6,351
06/12/2019,20:00,25.3,70,1015.1,5,357
06/12/2019,21:00,24.6,70,1015.5,6.3,4
06/12/2019,22:00,24,71,1015.3,5.1,355
06/12/2019,23:00,23.2,76,1015.4,4.2,21
07/12/2019,00:00,22.6,78,1015,4.2,5
07/12/2019,01:00,22,80,1014.4,3.2,359
07/12/2019,02:00,21.4,81,1013.9,3.3,339
07/12/2019,03:00,21,82,1013.6,3.9,359
07/12/2019,04:00,20.7,82,1013.4,4.5,357
07/12/2019,05:00,20.9,78,1013.8,4.9,2
07/12/2019,06:00,20.6,81,1014.3,4.1,347
07/12/2019,07:00,20.6,77,1015.1,5,352
07/12/2019,08:00,20.8,78,1016.1,4.3,358
07/12/2019,09:00,21.8,73,1016.4,5.2,356
07/12/2019,10:00,22,71,1016.2,4.8,358
07/12/2019,11:00,22.4,72,1015.6,4.4,335
07/12/2019,12:00,22.9,71,1014.7,3.7,329
07/12/2019,13:00,22.9,71,1013.8,3.1,316
07/12/2019,14:00,23.7,71,1013.1,3,317
07/12/2019,15:00,25.6,67,1012.7,3.3,334
07/12/2019,16:00,25.8,66,1012.8,2.9,339
07/12/2019,17:00,25.6,69,1013.3,2.1,322
07/12/2019,18:00,24.8,71,1013.8,0,-
07/12/2019,19:00,24.1,72,1014.3,0,-
07/12/2019,20:00,23.4,79,1014.8,0,-
07/12/2019,21:00,23,79,1015,0.9,237
07/12/2019,22:00,23.8,75,1015,3.4,309
07/12/2019,23:00,23.3,82,1014.9,4.2,334
08/12/2019,00:00,23,79,1014.3,4.3,341
08/12/2019,01:00,23,76,1013.9,4.5,11
08/12/2019,02:00,22.4,80,1013.4,3.8,352
08/12/2019,03:00,22.1,81,1013.3,2.2,331
08/12/2019,04:00,21.7,82,1013.4,3.2,329
08/12/2019,05:00,21.2,82,1013.7,3.7,346
08/12/2019,06:00,20.6,85,1014.3,3.3,332
08/12/2019,07:00,20.8,84,1015.3,3.7,331
08/12/2019,08:00,22.3,76,1016.4,4.2,349
08/12/2019,09:00,23.6,73,1016.7,4.7,350
08/12/2019,10:00,24.6,69,1016.7,4,350
08/12/2019,11:00,25.5,69,1016.1,4.1,346
08/12/2019,12:00,26.2,67,1015.1,3.5,328
08/12/2019,13:00,26.8,65,1014.2,3,318
08/12/2019,14:00,27.4,64,1013.6,2.5,323
08/12/2019,15:00,27.2,62,1013.6,2.4,336
08/12/2019,16:00,27.2,66,1013.7,3.8,342
08/12/2019,17:00,26.7,63,1014,3.1,323
08/12/2019,18:00,26.1,68,1014.4,3.1,304
08/12/2019,19:00,25.6,66,1015,3.6,300
08/12/2019,20:00,25.4,64,1015.4,4.5,312
08/12/2019,21:00,25,70,1015.6,6.2,328
08/12/2019,22:00,24.3,73,1015.5,4.8,340
08/12/2019,23:00,23.6,77,1015.4,4,345
09/12/2019,00:00,22.8,80,1015,4,333
09/12/2019,01:00,22.3,83,1014.5,3.4,329
09/12/2019,02:00,21.6,85,1013.8,3,316
09/12/2019,03:00,21,87,1013.6,4.1,326
09/12/2019,04:00,20.5,86,1013.8,4,317
09/12/2019,05:00,20.1,86,1013.9,4,332
09/12/2019,06:00,19.6,88,1014.3,3.7,332
09/12/2019,07:00,20,87,1014.8,3.6,346
09/12/2019,08:00,21.6,77,1015.5,4.8,354
09/12/2019,09:00,23.5,73,1015.9,4.7,12
09/12/2019,10:00,25.7,66,1015.6,2.9,41
09/12/2019,11:00,27.3,62,1014.9,1.8,16
09/12/2019,12:00,28.3,61,1014,0,-
09/12/2019,13:00,28.9,60,1013.2,0,-
09/12/2019,14:00,29.1,56,1012.2,0,-
09/12/2019,15:00,29.3,56,1011.8,0,-
09/12/2019,16:00,28.9,64,1012.1,1.7,329
09/12/2019,17:00,27.6,70,1012.7,3,326
09/12/2019,18:00,26.4,73,1013.4,2.7,320
09/12/2019,19:00,25.9,76,1014.2,1.7,335
09/12/2019,20:00,25,79,1014.5,0,-
09/12/2019,21:00,24.6,78,1014.9,1.9,139
09/12/2019,22:00,24,81,1014.8,2.2,163
09/12/2019,23:00,23.6,84,1014.4,0.8,267
10/12/2019,00:00,23.8,86,1013.8,0.2,240
10/12/2019,01:00,23.1,89,1013.1,0,-
10/12/2019,02:00,22.7,89,1012.2,0,-
10/12/2019,03:00,23.1,91,1011.8,1.4,264
10/12/2019,04:00,22.6,85,1011.5,2.6,292
10/12/2019,05:00,21.6,85,1011.8,3.9,316
10/12/2019,06:00,20.9,86,1012.6,2.7,331
10/12/2019,07:00,20.8,88,1012.9,3.5,324
10/12/2019,08:00,22.1,81,1014.2,3.2,330
10/12/2019,09:00,24.3,75,1014.9,0.7,336
10/12/2019,10:00,26.3,69,1014.8,1.1,342
10/12/2019,11:00,27.7,58,1014.2,0.9,327
10/12/2019,12:00,28.7,55,1013.2,0,-
10/12/2019,13:00,29.4,51,1012.2,0.7,296
10/12/2019,14:00,30.3,52,1011.5,0,-
10/12/2019,15:00,30,56,1011,0,-
10/12/2019,16:00,29.5,58,1010.9,1.7,356
10/12/2019,17:00,28.1,66,1011.1,2.4,349
10/12/2019,18:00,25.9,74,1011.6,2.2,131
10/12/2019,19:00,25.1,79,1012.1,1.7,138
10/12/2019,20:00,24.5,81,1012.5,1.9,125
10/12/2019,21:00,24.2,83,1012.8,1.7,129
10/12/2019,22:00,23.7,87,1012.8,0.1,159
10/12/2019,23:00,23.3,89,1012.6,0,-
11/12/2019,00:00,23.2,90,1012.1,1.2,149
11/12/2019,01:00,22.9,93,1011.7,0.3,167
11/12/2019,02:00,22.6,95,1011.1,0,-
11/12/2019,03:00,22.4,97,1010.6,0,-
11/12/2019,04:00,22.4,97,1010.6,0,-
11/12/2019,05:00,22.3,98,1010.9,0,-
